review_id,query_id,intent,refusal_expected,query_text,required_fields,evidence_values,delivered_answer,reviewer_decision,reviewer_faithfulness,reviewer_usability,reviewer_notes
V33-HR-052,BQ286,no_evidence_refusal,true,Can you confirm the rights or influence claim for fictional archive object ROUND3-ABSENT-6?,,,I cannot answer this question because the evidence is insufficient.,pending,pending,pending,
V33-HR-053,BQ16,region_period_recommendation,false,Recommend a Latin America route for modern graphic design.,"record_id, title, date_text, region, source","record_id: SURF-CGS2026R0681 ; SURF-CGS2026R0328 ; SURF-CGS2026R0030
title: Diego Portales-D S No 20.JPG ; El restaurador de las leyes.jpg ; Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg
date_text: 1837 ; 1840 ; 1842
region: Latin America / Chile ; Latin America / Argentina
source: {""name"":""Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695"",""url"":""https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / El restaurador de las leyes.jpg / page 10603704"",""url"":""https://commons.wikimedia.org/wiki/File:El_restaurador_de_las_leyes.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg / page 30060076"",""url"":""https://commons.wikimedia.org/wiki/File:Stamp_commemorating_the_centenary_of_the_birth_of_Jos%C3%A9_Manuel_Estrada.jpg"",""access_date"":""2026-06-06""}","Based on these records, modern graphic design in Latin America often utilizes the 1837 Diego Portales-D S No 20. JPG image as a foundational visual element, reflecting the region's historical cultural context.

EVIDENCE TAGS:
record_id: SURF-CGS2026R0681 | SURF-CGS2026R0328 | SURF-CGS2026R0030
title: Diego Portales-D S No 20.JPG | El restaurador de las leyes.jpg | Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg
date_text: 1837 | 1840 | 1842
region: Latin America / Chile | Latin America / Argentina
source: Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695 / https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG | Wikimedia Commons file source / El restaurador de las leyes.jpg / page 10603704 / https://commons.wikimedia.org/wiki/File:El_restaurador_de_las_leyes.jpg | Wikimedia Commons file source / Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg / page 30060076 / https://commons.wikimedia.org/wiki/File:Stamp_commemorating_the_centenary_of_the_birth_of_Jos%C3%A9_Manuel_Estrada.jpg",pending,pending,pending,
V33-HR-054,BQ228,source_rights_question,false,"What source, rights, reuse, and public domain status information is attached to SURF-CGS2026R0031?","record_id, title, source, rights, image_state, reuse_permission, public_domain_status","record_id: SURF-CGS2026R0031
title: Facundo.jpg
source: {""name"":""Wikimedia Commons file source / Facundo.jpg / page 6629018"",""url"":""https://commons.wikimedia.org/wiki/File:Facundo.jpg"",""access_date"":""2026-06-06""}
rights: {""state"":""open_candidate"",""display_policy"":""open_image_frame"",""label"":""IMG03: Wikimedia Commons open-license metadata: Public domain.""}
image_state: {""code"":""IMG03"",""display_mode"":""open_image_frame"",""has_image_frame"":true,""model_image_eligible"":true}
reuse_permission: none
public_domain_status: none","record_id: SURF-CGS2026R0031
title: Facundo.jpg
source: Wikimedia Commons file source / Facundo.jpg / page 6629018 / https://commons.wikimedia.org/wiki/File:Facundo.jpg
RIGHTS: IMG03: Wikimedia Commons open-license metadata: Public domain.
image_state: IMG03 / open_image_frame
REUSE: source_metadata_supports_open_or_public_domain_candidate_with_source_verification_required
PUBLIC_DOMAIN: source_metadata_mentions_public_domain_but_global_public_domain_status_not_determined
CAVEAT: Verify the source page before reuse; this experiment does not grant rights.",pending,pending,pending,
V33-HR-055,BQ206,archive_orientation,false,How should I use the archive topology to move between East Asia / China and Latin America / Argentina evidence?,topology,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""United States"",""World War and public-information graphics"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Latin America"",""World War and public-information graphics"",""Poster""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, this archive view organizes source-linked records by topology, folders, surface type, and evidence fields.

EVIDENCE TAGS:
topology: sheet / main_sheet / United States / World War and public-information graphics / Graphic design object record | sheet / main_sheet / Latin America / World War and public-information graphics / Poster | sheet / main_sheet / India / Modern typography and layout / Graphic design object record",pending,pending,pending,
V33-HR-056,BQ051,casual_archive_help,false,I found SURF-CRG2026R0050; what is a simple next step?,topology,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the next step is to verify the source-family link and check the rights_review_required status for the specific image.

EVIDENCE TAGS:
topology: sheet / main_sheet / Unresolved region / Modern typography and layout / Graphic design object record | sheet / support_packet_appendix_text / United States / Midcentury modern graphic communication / Poster | sheet / main_sheet / France / Midcentury modern graphic communication / Graphic design object record",pending,pending,pending,
V33-HR-057,BQ229,comparison,false,Compare SURF-CRG2026R0100 and SURF-CGS2026R0681 as source-grounded graphic communication evidence.,"record_id, title, source","record_id: SURF-CRG2026R0100 ; SURF-CGS2026R0681
title: HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi Unidentified author designer No know copyright restrict.jpg ; Diego Portales-D S No 20.JPG
source: {""name"":""Wikimedia Commons file source / HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi..."",""url"":""https://commons.wikimedia.org/wiki/File:HYMNES_et_PAVILLONS_D%CA%BCINDOCHINE_1941_Leaders_flags_anthems_of_French_Indochina_WW2_Vichy_France_50_LUANG-PRABANG_Le_Patriote_Lao_Hymne_national_Laotien_Thong_Dy_01_-_IDEO._Hanoi_Unidentified_author_designer_No_know_copyright_restrict.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695"",""url"":""https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG"",""access_date"":""2026-06-06""}","Based on these records, SURF-CRG2026R0100 is a 1941 French Indochina anthem while SURF-CGS2026R0681 is a 1837 Chilean document.

EVIDENCE TAGS:
record_id: SURF-CRG2026R0100 | SURF-CGS2026R0681
title: HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi Unidentified author designer No know copyright restrict.jpg | Diego Portales-D S No 20.JPG
source: Wikimedia Commons file source / HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi... / https://commons.wikimedia.org/wiki/File:HYMNES_et_PAVILLONS_D%CA%BCINDOCHINE_1941_Leaders_flags_anthems_of_French_Indochina_WW2_Vichy_France_50_LUANG-PRABANG_Le_Patriote_Lao_Hymne_national_Laotien_Thong... | Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695 / https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG",pending,pending,pending,
V33-HR-058,BQ07,current_object_explanation,false,What sources are linked to SURF-GAX1970R001?,"record_id, title, date_text, region, source","record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
date_text: 1830
region: France
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""}","Based on these records, this record is represented by Monsieur, vous avez réclamé votre inscription. , dated 1830, with region France.

EVIDENCE TAGS:
record_id: SURF-GAX1970R001 | SURF-CHW2026R001 | SURF-CRG2026R0001
title: Monsieur, vous avez réclamé votre inscription... | Die Thierwelt (The Animal Kinggom) | Paganini par David d'Angers (Angers) (14911656518).jpg
date_text: 1830 | ca. 1835
region: France | Austria Vienna Europe / Austria / Vienna / Europe | Global / release gate expansion
source: Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h | Cooper Hewitt Collection GraphQL API / https://collection.cooperhewitt.org/objects/18437221/ | Wikimedia Commons file source / Paganini par David d'Angers (Angers) (14911656518).jpg / page 37213183 / https://commons.wikimedia.org/wiki/File:Paganini_par_David_d%27Angers_(Angers)_(14911656518).jpg",pending,pending,pending,
V33-HR-059,BQ277,first_earliest_claim,true,Which item is the first or earliest example for unsupported chronology claim ROUND3-17?,,,I cannot answer this question because the evidence is insufficient.,pending,pending,pending,
V33-HR-060,BQ160,method_process_question,false,How should the browser-local RAG lab decide whether to answer or refuse?,method_context,"method_context: {""evidence_definition"":""Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence."",""answer_lane_policy"":""Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation."",""non_evidence_rule"":""AI output is experimental text and cannot become archive evidence."",""refusal_rule"":""Refuse or request narrower context when required fields or claim support are absent.""}","Based on these records, the archive treats source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence; generated AI text remains experimental and cannot become archive evidence.

EVIDENCE TAGS:
method_context: Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence. Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation. AI output is experimental text and cannot become archive evidence. Refuse or request narrower context when required fields or claim support are absent.",pending,pending,pending,
V33-HR-061,BQ170,more_context,false,What related context should I inspect around SURF-ER1830R008?,"record_id, title, date_text, region, source, topology","record_id: SURF-ER1830R008 ; SURF-GAX1970R003
title: Gardner's photographic advertising card ; Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1
date_text: c1869 ; 1835
region: Unresolved region ; France
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2007675841/"",""access_date"":""2026-05-30""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k6332775h"",""access_date"":""2026-05-31""}
topology: {""surface_type"":""sheet"",""publication_role"":""support_packet_appendix_text"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Advertisement""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""France"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, I should inspect the Unresolved region and Midcentury modern graphic communication sections to find the specific SURF-ER1830R008 entry.

EVIDENCE TAGS:
record_id: SURF-ER1830R008 | SURF-GAX1970R003 | SURF-ER1830R011
title: Gardner's photographic advertising card | Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1 | Use Getz cockroach and bed bug exterminators, sold by all druggists I sink I tan hit it.
date_text: c1869 | 1835 | [between 1870 and 1890]
region: Unresolved region | France
source: Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2007675841/ | Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k6332775h | Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2008677258/
topology: sheet / support_packet_appendix_text / Unresolved region / Midcentury modern graphic communication / Advertisement | sheet / main_sheet / France / Midcentury modern graphic communication / Graphic design object record | sheet / main_sheet / Unresolved region / Midcentury modern graphic communication / Lithographic print",pending,pending,pending,
V33-HR-062,BQ287,no_evidence_refusal,true,Can you confirm the rights or influence claim for fictional archive object ROUND3-ABSENT-7?,,,I cannot answer this question because the evidence is insufficient.,pending,pending,pending,
V33-HR-063,BQ15,region_period_recommendation,true,Recommend a Russia or Soviet route for the twentieth century.,,,I cannot answer this question because the evidence is insufficient.,pending,pending,pending,
V33-HR-064,BQ19,source_rights_question,false,Can this image be reused?,"record_id, title, source, rights, image_state, reuse_permission, public_domain_status","record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""}
rights: {""state"":""open_candidate"",""display_policy"":""open_image_frame"",""label"":""IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.""}
image_state: {""code"":""IMG03"",""display_mode"":""open_image_frame"",""has_image_frame"":true,""model_image_eligible"":true}
reuse_permission: none
public_domain_status: none","record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
source: Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h
RIGHTS: IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.
image_state: IMG03 / open_image_frame
REUSE: source_metadata_supports_open_or_public_domain_candidate_with_source_verification_required
PUBLIC_DOMAIN: source_metadata_mentions_public_domain_but_global_public_domain_status_not_determined
CAVEAT: Verify the source page before reuse; this experiment does not grant rights.",pending,pending,pending,
V33-HR-065,BQ204,archive_orientation,false,How should I use the archive topology to move between great britain; berlin; Berlin and USA; USA evidence?,topology,"topology: {""surface_type"":""sheet"",""publication_role"":"""",""folder_titles"":[""Germany"",""United Kingdom"",""Midcentury modern graphic communication"",""World War and public-information graphics"",""Lithographic print""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""World War and public-information graphics"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the archive topology allows moving between great britain; berlin; Berlin and USA; USA evidence through the folder ""World War and public-information graphics"" and the ""Trade card"" folder. This organize records by surface type and publication roles.

EVIDENCE TAGS:
topology: sheet / Germany / United Kingdom / Midcentury modern graphic communication / World War and public-information graphics / Lithographic print | sheet / main_sheet / Unresolved region / World War and public-information graphics / Trade card | method / method_context / Research lab method",pending,pending,pending,
V33-HR-066,BQ050,casual_archive_help,false,I found SURF-CRG2026R0006; what is a simple next step?,topology,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the next step is to verify the image's provenance and copyright status.

EVIDENCE TAGS:
topology: sheet / main_sheet / Unresolved region / Modern typography and layout / Graphic design object record | sheet / support_packet_appendix_text / United States / Midcentury modern graphic communication / Poster | sheet / main_sheet / France / Midcentury modern graphic communication / Graphic design object record",pending,pending,pending,
V33-HR-067,BQ238,comparison,false,Compare SURF-ER1830R052 and SURF-CRG2026R0003 as source-grounded graphic communication evidence.,"record_id, title, source","record_id: SURF-ER1830R052 ; SURF-CRG2026R0003
title: The Modern Poster ; Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg
source: {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/55093"",""access_date"":""2026-05-30""} ; {""name"":""Wikimedia Commons file source / Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg / page 165867587"",""url"":""https://commons.wikimedia.org/wiki/File:Stamp_of_Umm_al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg"",""access_date"":""2026-06-06""}","Based on these records, SURF-ER1830R052 is a modern poster from the United States, while SURF-CRG2026R0003 is a stamp from the Irones by Edgar-Degas from 1834.

EVIDENCE TAGS:
record_id: SURF-ER1830R052 | SURF-CRG2026R0003
title: The Modern Poster | Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg
source: Art Institute of Chicago API / https://www.artic.edu/artworks/55093 | Wikimedia Commons file source / Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg / page 165867587 / https://commons.wikimedia.org/wiki/File:Stamp_of_Umm_al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg",pending,pending,pending,
V33-HR-068,BQ066,current_object_explanation,false,Explain SURF-CGS2026R0910 using only source-linked evidence.,"record_id, title, date_text, region, source","record_id: SURF-CGS2026R0910
title: Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg
date_text: 1846
region: Latin America / Mexico
source: {""name"":""Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033"",""url"":""https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._4,_Ed._1_Tuesday,_June_16,_1846_-_DPLA_-_9546c5d7758eb3aa72d3bb309e23827c_(page_2).jpg"",""access_date"":""2026-06-06""}","Based on these records, Record 1 is the primary source for the current object.

EVIDENCE TAGS:
record_id: SURF-CGS2026R0910 | LAB-METHOD-CONTEXT-V0 | SURF-CHW2026R001
title: Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg | Browser-local RAG lab method context | Die Thierwelt (The Animal Kinggom)
date_text: 1846 | 2026-06-07 | ca. 1835
region: Latin America / Mexico | Research method | Austria Vienna Europe / Austria / Vienna / Europe
source: Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033 / https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._4,_Ed._1_Tuesday,_June_16,_1846_-_DPLA_-_9546c5d7758eb3aa72d3bb309e23827c... | browser-local-rag-lab method files / https://github.com/dpan538/browser-local-rag-lab | Cooper Hewitt Collection GraphQL API / https://collection.cooperhewitt.org/objects/18437221/",pending,pending,pending,
V33-HR-069,BQ276,first_earliest_claim,true,Which item is the first or earliest example for unsupported chronology claim ROUND3-16?,,,I cannot answer this question because the evidence is insufficient.,pending,pending,pending,
V33-HR-070,BQ156,method_process_question,false,How should the browser-local RAG lab decide whether to answer or refuse?,method_context,"method_context: {""evidence_definition"":""Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence."",""answer_lane_policy"":""Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation."",""non_evidence_rule"":""AI output is experimental text and cannot become archive evidence."",""refusal_rule"":""Refuse or request narrower context when required fields or claim support are absent.""}","Based on these records, the archive treats source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence; generated AI text remains experimental and cannot become archive evidence.

EVIDENCE TAGS:
method_context: Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence. Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation. AI output is experimental text and cannot become archive evidence. Refuse or request narrower context when required fields or claim support are absent.",pending,pending,pending,
V33-HR-071,BQ171,more_context,false,What related context should I inspect around SURF-ER1830R018?,"record_id, title, date_text, region, source, topology","record_id: SURF-ER1830R018 ; SURF-GAX1970R004
title: [Pearsall Photography Studio trade card] ; Journal spécial de la typographie, imprimerie, gravure, fonderie, papeterie et librairie
date_text: 1880. ; 1838-1839
region: Unresolved region ; France
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2010635174/"",""access_date"":""2026-05-30""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/cb328023517"",""access_date"":""2026-05-31""}
topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""France"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, I should inspect the Trade card and Lithographic print.

EVIDENCE TAGS:
record_id: SURF-ER1830R018 | SURF-GAX1970R004 | SURF-ER1830R017
title: [Pearsall Photography Studio trade card] | Journal spécial de la typographie, imprimerie, gravure, fonderie, papeterie et librairie | [Advertising card for play ""Deacon Crankett""]
date_text: 1880. | 1838-1839 | [between 1880 and 1882]
region: Unresolved region | France
source: Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2010635174/ | Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/cb328023517 | Library of Congress loc.gov API / https://www.loc.gov/pictures/item/2014646356/
topology: sheet / main_sheet / Unresolved region / Midcentury modern graphic communication / Trade card | sheet / main_sheet / France / Midcentury modern graphic communication / Graphic design object record | sheet / support_packet_appendix_text / Unresolved region / Midcentury modern graphic communication / Lithographic print",pending,pending,pending,
V33-HR-072,BQ284,no_evidence_refusal,true,Can you confirm the rights or influence claim for fictional archive object ROUND3-ABSENT-4?,,,I cannot answer this question because the evidence is insufficient.,pending,pending,pending,
V33-HR-073,BQ14,region_period_recommendation,false,Recommend a France route for the nineteenth century.,"record_id, title, date_text, region, source","record_id: SURF-GAX1970R001 ; SURF-GAX1970R002 ; SURF-GA1970R001
title: Monsieur, vous avez réclamé votre inscription... ; La typographie : poëme / par M. L. Pelletier ; Théâtre dirigé par M. Dorsay ci-devant Mad.e Saqui Boulevard du Temple en face le jardin turc tous les jours, excepté le Dimanche, Jane Gray Drame historique en 3 actes et 5 tableaux de M. Leblanc, musique de M. Bellon, décors de M. Rascalon mise en scène de M. Dupuis : [estampe]
date_text: 1830 ; 1832 ; 1834
region: France
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k54640797"",""access_date"":""2026-05-31""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/btv1b8438046c"",""access_date"":""2026-05-31""}","Based on these records, the recommended route is the 1832 period of the *Poëme* by M. L. Pelletier.

EVIDENCE TAGS:
record_id: SURF-GAX1970R001 | SURF-GAX1970R002 | SURF-GA1970R001
title: Monsieur, vous avez réclamé votre inscription... | La typographie : poëme / par M. L. Pelletier | Théâtre dirigé par M. Dorsay ci-devant Mad.e Saqui Boulevard du Temple en face le jardin turc tous les jours, excepté le Dimanche, Jane Gray Drame historique en 3 actes et 5 tableaux de M. Leblanc, musique de M. Bellon, décors de M. Rascalon mise en scène de M. Dupuis : [estampe]
date_text: 1830 | 1832 | 1834
region: France
source: Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h | Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k54640797 | Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/btv1b8438046c",pending,pending,pending,
V33-HR-074,BQ220,source_rights_question,false,"What source, rights, reuse, and public domain status information is attached to SURF-GAX1970R003?","record_id, title, source, rights, image_state, reuse_permission, public_domain_status","record_id: SURF-GAX1970R003
title: Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k6332775h"",""access_date"":""2026-05-31""}
rights: {""state"":""open_candidate"",""display_policy"":""open_image_frame"",""label"":""IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.""}
image_state: {""code"":""IMG03"",""display_mode"":""open_image_frame"",""has_image_frame"":true,""model_image_eligible"":true}
reuse_permission: none
public_domain_status: none","record_id: SURF-GAX1970R003
title: Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1
source: Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k6332775h
RIGHTS: IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.
image_state: IMG03 / open_image_frame
REUSE: source_metadata_supports_open_or_public_domain_candidate_with_source_verification_required
PUBLIC_DOMAIN: source_metadata_mentions_public_domain_but_global_public_domain_status_not_determined
CAVEAT: Verify the source page before reuse; this experiment does not grant rights.",pending,pending,pending,
V33-HR-075,BQ205,archive_orientation,false,How should I use the archive topology to move between Eastern Europe / Romania and Latin America / Argentina evidence?,topology,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Latin America"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the archive topology allows users to navigate between Eastern Europe / Romania and Latin America / Argentina evidence through the Unresolved region and Graphic design object record folders.

EVIDENCE TAGS:
topology: sheet / main_sheet / Unresolved region / Modern typography and layout / Graphic design object record | sheet / main_sheet / Latin America / Modern typography and layout / Graphic design object record | sheet / main_sheet / Unresolved region / Midcentury modern graphic communication / Lithographic print",pending,pending,pending,
V33-HR-076,BQ057,casual_archive_help,false,I found SURF-CRG2026R0246; what is a simple next step?,topology,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Russia"",""World War and public-information graphics"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the next step is to verify the image's publication role and source family to ensure it is correctly categorized within the graphic design and visual communication records.

EVIDENCE TAGS:
topology: sheet / main_sheet / Russia / World War and public-information graphics / Graphic design object record | sheet / support_packet_appendix_text / United States / Midcentury modern graphic communication / Poster | sheet / main_sheet / France / Midcentury modern graphic communication / Graphic design object record",pending,pending,pending,
